,tBodyAcc-entropy()-X,"tBodyAcc-correlation()-X,Y","tBodyAcc-correlation()-Y,Z",tGravityAcc-mean()-Y,tGravityAcc-max()-X,tGravityAcc-max()-Z,tGravityAcc-min()-X,tGravityAcc-min()-Y,tGravityAcc-energy()-Y,"tGravityAcc-arCoeff()-Y,1","tGravityAcc-arCoeff()-Y,3","tGravityAcc-arCoeff()-Z,2","tGravityAcc-arCoeff()-Z,4",tBodyGyro-max()-X,tBodyGyro-min()-X,"tBodyGyro-arCoeff()-Y,1","tBodyGyro-correlation()-Y,Z",tBodyGyroJerk-iqr()-Y,tGravityAccMag-arCoeff()1,fBodyAcc-max()-X,fBodyAcc-max()-Y,fBodyAccJerk-max()-Y,"fBodyAccJerk-bandsEnergy()-1,16",fBodyGyro-maxInds-X,fBodyGyro-meanFreq()-X,fBodyAccMag-mad(),fBodyAccMag-energy(),fBodyBodyGyroJerkMag-std(),"angle(Y,gravityMean)",label
1282,0.20530061,-0.57533899,0.1534482,-0.23603834,0.87272918,-0.020625461,0.9246187,-0.2259022,-0.90829174,-0.18046603,-0.32226511,-0.010029479,0.021347549,-0.23164718,0.065740359,-0.40448635,-0.39046203,-0.35821708,-0.30397038,0.34198831,-0.33034108,-0.23017236,-0.36950431,-0.26666667,0.44312065,0.30153673,0.03077885,0.0082588838,0.24828879,3
1283,0.40591244,-0.3341159,-0.16364796,-0.22808716,0.85717032,-0.0060397747,0.9246187,-0.20840278,-0.91480759,0.25758852,-0.056937373,0.11813033,0.17039992,-0.23164718,-0.36563568,-0.34406514,-0.28262539,-0.3666991,-0.32824715,0.24851375,-0.21026024,0.36769828,-0.3157367,-0.6,0.25032131,0.41662274,0.22716996,0.054278851,0.24308793,3
1284,0.26609625,-0.33832086,-0.24118242,-0.22378065,0.86673649,-0.0048340805,0.94254335,-0.21443675,-0.91830104,0.011055719,-0.22457514,0.30592859,0.37730036,-0.19960492,-0.36563568,-0.32424562,-0.023616977,-0.39373459,-0.39415193,-3.1991073e-05,-0.12666109,0.10096706,-0.51548335,-1.0,-0.01546016,0.24474177,-0.11908289,-0.00051674713,0.23928451,3
1285,0.14230386,-0.51067833,-0.14203086,-0.242388,0.86673649,-0.0048340805,0.9444652,-0.23229003,-0.9023713,-0.17414455,-0.35564763,-0.029402601,0.037487285,0.17323408,-0.25225262,-0.32361113,-0.24159863,-0.11285794,-0.20872432,0.021931685,-0.24812368,0.068219762,-0.5236695,-1.0,-0.14796015,0.10938019,-0.32914062,-0.014149535,0.25160474,3
1286,0.37091195,-0.45993403,-0.15070044,-0.24676637,0.86281491,-0.013754802,0.92767786,-0.23229003,-0.89871264,-0.085120598,-0.15194368,-0.34043737,0.27040051,0.17323408,0.0092712818,-0.012549153,-0.34368699,0.16395331,-0.074140552,-0.029847703,-0.27437004,0.25553629,-0.43347842,-1.0,-0.077832718,0.23898938,-0.1938618,0.33261513,0.2549382,3
1287,0.54948112,-0.53552401,-0.024384111,-0.24021646,0.8605533,-0.019507018,0.91595012,-0.22652218,-0.90460496,-0.1020731,-0.20832471,-0.25266695,0.17485402,-0.21445851,0.0092712818,0.0084322473,-0.33959805,0.053683649,-0.20566066,0.15221694,-0.074217859,0.28425983,-0.35145283,-1.0,-0.06729012,0.36460658,-0.025040751,0.22332324,0.25213163,3
1288,0.34930088,-0.51339443,-0.055683999,-0.24349952,0.85834189,-0.013484955,0.91595012,-0.22189137,-0.90189975,0.1129561,-0.079765603,0.11892314,0.19194107,-0.050019547,0.3534142,-0.30346294,-0.15582713,-0.098830107,-0.28253342,0.35370015,-0.28772549,0.19312636,-0.35438052,-0.26666667,0.0082407067,0.40598279,-0.021476355,-0.23438219,0.25504036,3
1289,0.20204141,-0.41377707,-0.030554415,-0.23652234,0.86558881,-0.012712049,0.91857532,-0.21879491,-0.90780776,0.13621806,-0.068967398,0.06973762,0.12216244,-0.050019547,0.069583389,-0.40246933,-0.17534911,-0.25559729,-0.30647989,0.49564536,-0.16344515,0.47250191,-0.3827902,-0.93333333,0.035189243,0.48793984,0.059784582,0.18863563,0.2484044,3
1291,0.21652952,-0.26930768,-0.0238804,-0.34729205,0.88430076,0.032157737,0.92351842,-0.32861192,-0.79063789,-0.23847683,-0.3889651,0.11601425,0.18712837,-0.38136929,0.26347009,-0.24026134,-0.071004744,-0.49616463,-0.24206353,-0.066993459,-0.16405822,-0.24771081,-0.65018939,-0.33333333,0.26539933,-0.091276562,-0.56811818,-0.27328288,0.32199907,2
1292,0.2724949,-0.15934353,-0.31410299,-0.35446769,0.83782174,-0.0014292095,0.91292715,-0.34433021,-0.78147591,-0.28284627,-0.35705734,0.21796327,0.27903956,-0.028797381,0.28100785,-0.42644122,0.19569456,-0.46715795,-0.2195873,-0.070169791,-0.097179604,-0.23288196,-0.73877038,-1.0,-0.16785268,-0.037169037,-0.57664733,-0.34050768,0.3286843,2
1293,0.31542626,-0.30410737,-0.16991368,-0.36285331,0.8400201,-0.0080588267,0.91224998,-0.34433021,-0.7704076,-0.44111963,-0.53465077,0.30921703,0.37452803,-0.028797381,0.42861381,-0.42587413,0.092324011,-0.26968146,-0.24846532,-0.04786003,0.051264015,-0.1492569,-0.58697541,-1.0,-0.044925552,-0.14068797,-0.63327721,-0.3961702,0.33445939,2
1294,0.21411439,-0.44427923,0.079555046,-0.35560051,0.85178632,-0.0055443458,0.91224998,-0.34390355,-0.77985168,-0.21237804,-0.36804827,0.17673963,0.2470475,-0.38341331,0.082015265,-0.38024375,-0.2999156,-0.35730815,-0.24463426,-0.032891911,-0.027997215,-0.30672241,-0.50353788,-0.53333333,-0.10152833,-0.055529677,-0.49067728,-0.34205964,0.32841154,2
1295,0.060068089,-0.32681443,0.014314823,-0.34681436,0.85178632,-0.0055443458,0.92639695,-0.33043777,-0.791385,-0.17054018,-0.27588014,0.068667145,0.1356519,-0.24250348,0.082015265,-0.46333045,-0.19051426,-0.45518952,-0.23628629,-0.054940167,-0.18023977,-0.011368938,-0.37048761,-1.0,-0.060825013,0.025575785,-0.38440744,-0.2251042,0.32193358,2
1296,0.048002754,-0.22923987,-0.074569031,-0.35504929,0.84297854,-0.021707613,0.92639695,-0.33180702,-0.78080928,-0.24210631,-0.34535248,0.11186188,0.19094864,-0.24250348,0.17421907,-0.42537519,0.082127157,-0.61149205,-0.21197339,-0.12439486,-0.13997203,-0.18747167,-0.61627381,-1.0,-0.12028947,-0.089798467,-0.54224403,-0.29787113,0.32787565,2
1297,0.026391677,-0.3286265,-0.12958002,-0.36140689,0.84191896,-0.008348845,0.91812863,-0.33622375,-0.77256826,-0.13318132,-0.22658862,0.097872021,0.17793194,-0.46458822,0.24029129,-0.17334201,0.013268044,-0.47157223,-0.32422838,-0.10064954,-0.21031729,-0.071714473,-0.66362231,-0.4,0.23909173,-0.032223665,-0.55157478,-0.42061524,0.3326116,2
1298,0.041264651,-0.45987368,-0.0561843,-0.35247286,0.83849554,-0.008348845,0.91812863,-0.33622375,-0.78398469,-0.20792092,-0.30442411,0.072291284,0.12779382,-0.37550093,0.22892749,-0.13089995,-0.11990828,-0.39825015,-0.42948113,-0.041094465,-0.27103283,-0.20707321,-0.6076646,-0.93333333,-0.013655921,0.017580817,-0.50168759,-0.39941737,0.32729979,2
1299,0.18924411,-0.37536704,0.067730575,-0.31056651,0.89180464,0.041496162,0.93541366,-0.3162241,-0.83247971,-0.48637185,-0.5554455,-0.02039813,0.077881188,-0.56106255,0.22079802,-0.076897108,0.0097754784,-0.36616354,-0.50891692,-0.010780795,-0.077661727,-0.29463574,-0.65237515,-0.4,0.24877352,-0.056827739,-0.58436913,-0.39174948,0.29516234,2
1300,0.20445654,-0.34877339,-0.069063108,-0.33874882,0.87925031,0.013177088,0.93125253,-0.3162241,-0.80157655,-0.21670995,-0.37503473,0.27273145,0.34493443,-0.31805687,0.22079802,-0.22531073,0.13003961,-0.42717745,-0.43941818,-0.049151395,-0.26479803,-0.094154444,-0.68285843,-0.2,0.27505374,-0.023231363,-0.52764685,-0.43381109,0.31632818,2
1301,0.2596976,-0.33759394,-0.13014537,-0.34846018,0.84231257,-0.028098353,0.91886317,-0.33368873,-0.7890897,-0.10628877,-0.2392708,0.19247483,0.27841953,0.087707319,0.28512125,-0.25198317,0.046207779,-0.38635737,-0.15472053,0.005273572,-0.041825528,0.18962037,-0.61516072,-1.0,-0.15062037,-0.12920833,-0.61436468,-0.30239609,0.32416408,2
1302,0.16673198,-0.28669217,-0.10285141,-0.35934239,0.84474298,-0.026309617,0.91886317,-0.33368873,-0.77527495,-0.12170279,-0.23160794,0.15388791,0.2359437,0.087707319,0.40822506,-0.33846043,0.0023549753,-0.22147439,-0.10092402,-0.042796574,-0.1738777,-0.14931107,-0.60357674,-1.0,0.13875871,-0.31065942,-0.6641467,-0.27335613,0.3312005,2
1303,0.0034992143,-0.41653544,0.017117379,-0.35186054,0.84516389,-0.012601613,0.92412586,-0.33032322,-0.78498081,-0.16203307,-0.30259408,0.1850201,0.24027441,-0.23194258,0.19794171,-0.33376773,-0.0981325,-0.31289499,-0.26799243,-0.043376215,-0.18216565,-0.094879599,-0.62844654,-1.0,-0.074954812,-0.078116712,-0.51161783,-0.42294545,0.32586815,2
1304,0.16033333,-0.34835077,0.010697125,-0.36630124,0.84516389,-0.012601613,0.90726156,-0.36827474,-0.76504344,-0.32755947,-0.40326143,0.14425848,0.19457675,-0.0039001184,0.19794171,-0.44897024,-0.026292685,-0.13610423,-0.25508261,-0.073121079,-0.064619708,0.15260782,-0.49359924,-1.0,-0.09728969,0.098400278,-0.42905381,-0.20998442,0.33660954,2
1305,0.25329895,-0.38454403,0.06921947,-0.3887037,0.82900974,-0.020769874,0.90726156,-0.36827474,-0.73475412,-0.3465015,-0.43869739,0.18214777,0.25061625,-0.0039001184,0.16149603,-0.37781457,0.054727551,-0.099582787,-0.39544405,-0.17143209,-0.27305056,-0.14285903,-0.51138821,-1.0,0.049946337,0.026498526,-0.52900123,-0.23485774,0.35225871,2
1306,0.11429414,-0.51254701,-0.0088603435,-0.38224273,0.82557833,-0.057302584,0.90994057,-0.3665621,-0.74397703,-0.13034804,-0.30185164,0.19945776,0.24452681,-0.6123204,0.16149603,-0.26511693,-0.073729424,-0.41563358,-0.2673549,-0.085748494,-0.095858147,-0.15397173,-0.6826507,-0.93333333,0.051269698,-0.07572019,-0.634295,-0.52903007,0.34780893,2
1307,0.18924411,-0.49274318,0.24420997,-0.35418421,0.88702111,0.031860247,0.91979462,-0.34544078,-0.78041076,-0.26882018,-0.36643211,0.40962871,0.46648546,-0.54879637,-0.14666968,-0.4903885,-0.172121,-0.47931308,-0.23605264,-0.16703738,-0.10743998,-0.26840757,-0.49125199,-0.93333333,0.042810331,0.11240977,-0.34814502,-0.41862429,0.3261868,2
1308,0.32478812,-0.2595377,-0.095601754,-0.37591346,0.83580618,-0.03764015,0.90084405,-0.36772062,-0.75284005,-0.12339606,-0.22711184,0.37973807,0.42656898,-0.18460589,-0.14666968,-0.33232611,0.21191472,-0.49139987,-0.26837384,-0.03322531,-0.11406592,0.41362919,-0.6322286,-1.0,-0.022796638,-0.066593895,-0.50990315,-0.33234838,0.34314888,2
1309,0.36209817,-0.28420891,0.021949459,-0.39481667,0.82640906,-0.052991027,0.89340469,-0.38279105,-0.72555382,-0.21116816,-0.29012323,0.15031964,0.19785937,-0.05302908,0.17641013,-0.33621204,0.0057614606,-0.27884538,-0.33851408,-0.0076661992,0.085514876,0.11312313,-0.44499138,-1.0,0.030250464,0.10116525,-0.40636791,-0.24653617,0.35706856,2
1310,0.16033333,-0.33657492,0.067498171,-0.39123193,0.83283816,-0.028378134,0.89340469,-0.38279105,-0.73040907,-0.35108879,-0.42605985,0.16561862,0.20747228,-0.05302908,0.19096399,-0.37590187,-0.10387806,-0.45246401,-0.31372262,-0.084774023,-0.0037087219,-0.16958556,-0.56893093,-1.0,-0.20895751,-0.027405728,-0.45247259,-0.24594201,0.35448434,2
1311,0.060460598,-0.04857509,-0.10787288,-0.3726979,0.83283816,-0.028378134,0.89604379,-0.38271976,-0.75682508,-0.41609587,-0.50541553,0.23975432,0.30803639,0.091748777,-0.18098728,-0.28388337,0.28033641,-0.52303258,-0.30113267,-0.11188918,-0.015858967,-0.046329119,-0.5700595,-1.0,0.0039796128,0.04301148,-0.40974008,0.017495432,0.34127075,2
1312,0.20373222,-0.054284948,-0.04965168,-0.40848631,0.83127934,-0.032266261,0.870692,-0.42229889,-0.70316844,-0.46748355,-0.51617063,0.1283703,0.22624504,0.091748777,-0.18098728,-0.23970094,0.28130047,-0.32272364,-0.44663416,-0.18968784,-0.21008858,-0.18408342,-0.52090721,-1.0,-0.11673256,0.11111506,-0.46971811,0.013764438,0.36709423,2
1313,0.28439258,-0.31779665,-0.04313761,-0.41960497,0.82113321,-0.029749948,0.870692,-0.42229889,-0.68761013,-0.26919501,-0.2930569,0.26251933,0.30282693,-0.2897282,0.036434661,-0.33894589,0.096207498,-0.44954304,-0.23340453,-0.15048376,-0.13620997,0.11122756,-0.7021173,-0.93333333,0.21847573,-0.19408591,-0.66582489,-0.38040172,0.37541279,2
1314,0.16033333,-0.38407072,0.029850207,-0.38562195,0.82549097,-0.024880628,0.88270792,-0.39482162,-0.73899221,-0.20592122,-0.30223171,0.38795189,0.41565635,-0.57392875,0.036434661,-0.24188578,-0.02020652,-0.47166361,-0.23299575,-0.069258445,-0.16965306,-0.052972423,-0.72794632,-0.4,0.29645792,-0.2413337,-0.63712233,-0.37201719,0.35106945,2
1315,-0.077787926,0.18113894,0.67223428,-0.12206182,0.88111342,-0.19808961,0.96767258,-0.098021855,-0.97910429,-0.71651764,-0.73056344,0.7818325,0.80603246,-0.83261532,0.47507396,-0.30544486,0.24527733,-0.97468059,-0.025060112,-0.98433459,-0.94223789,-0.9661554,-0.99910551,-1.0,-0.15353072,-0.93907921,-0.99776624,-0.94458048,0.1668372,5
1316,-0.14299099,-0.043496095,0.253744,-0.11128419,0.8810813,-0.19147689,0.96775988,-0.096177965,-0.98310548,-0.23052046,-0.12521932,0.3151548,0.30867881,-0.86514741,0.82666679,-0.31548397,-0.58962312,-0.98382806,-0.24372743,-0.98666276,-0.95043104,-0.98300437,-0.99974926,-0.86666667,-0.20888899,-0.96926223,-0.99933794,-0.98219853,0.15954007,5
1317,-0.30424621,-0.20433639,-0.30757813,-0.10245705,0.88343379,-0.18238195,0.97239311,-0.082184125,-0.98625343,-0.63598721,-0.59008312,0.19857729,0.21176524,-0.86514741,0.84807371,-0.11150261,0.14351937,-0.99206814,-0.22611941,-0.99111052,-0.96781494,-0.98729482,-0.99976503,-0.93333333,-0.19404659,-0.97405057,-0.99943639,-0.99316004,0.15357594,5
1318,-0.48421093,0.012057511,0.17351563,-0.097663987,0.88546283,-0.17509106,0.97636097,-0.07343155,-0.9877428,-0.48731385,-0.42203382,0.61793474,0.62991393,-0.87377077,0.84937967,-0.099085342,-0.3441816,-0.99314875,-0.0061136098,-0.99307069,-0.96927259,-0.99013738,-0.99990959,-0.86666667,0.12884142,-0.97906116,-0.99957795,-0.9941051,0.15034016,5
1319,-0.5249573,0.2260284,0.61097159,-0.090076588,0.88754003,-0.16875944,0.97859897,-0.072029201,-0.98995292,-0.06529485,0.064428657,0.65286472,0.66430028,-0.8755573,0.8389413,-0.16243693,-0.6227008,-0.99413503,0.119678,-0.99797408,-0.94225855,-0.9866051,-0.99996252,-1.0,0.23005617,-0.98324163,-0.99964538,-0.99370637,0.14519521,5
1321,-0.27973677,0.051450092,0.65062489,-0.09649446,0.88750847,-0.16853942,0.97958088,-0.072010075,-0.98811719,-0.4934832,-0.46989797,0.62732884,0.63118942,-0.85514735,0.81185849,-0.16118518,-0.83621232,-0.97629192,-0.30211239,-0.99147555,-0.96541631,-0.97759841,-0.99960849,-0.86666667,-0.20978673,-0.92521652,-0.99652616,-0.97047198,0.14954906,5
1322,-0.2532627,0.1467987,0.75986783,-0.099394741,0.88969907,-0.15025862,0.97958088,-0.077428636,-0.98723812,-0.52079053,-0.4745559,0.68698668,0.68347833,-0.85514735,0.81185849,-0.15243854,-0.81516272,-0.97793862,-0.2997532,-0.98970801,-0.92845311,-0.97599339,-0.99963717,-0.93333333,-0.31034567,-0.92539599,-0.99699299,-0.9699647,0.15153597,5
1323,-0.5317229,0.064317464,0.61253554,-0.10751383,0.88969907,-0.15025862,0.98074128,-0.092738263,-0.98441889,-0.58817559,-0.53322133,0.59357265,0.58235349,-0.86123006,0.83067593,-0.24588096,-0.83095917,-0.98960812,0.007033754,-0.99432111,-0.94131808,-0.98880303,-0.99983997,-0.86666667,-0.13898909,-0.96323213,-0.99826015,-0.99141661,0.15702841,5
1324,-0.55265516,0.32381377,0.77420633,-0.11736972,0.88956604,-0.15199524,0.980724,-0.092759291,-0.98095092,-0.54051083,-0.47824085,0.61946073,0.61002564,-0.86665318,0.82791783,-0.088114462,-0.68736755,-0.99207386,0.16989181,-0.99623676,-0.96965454,-0.99152632,-0.99995653,-1.0,-0.44777113,-0.97322682,-0.99926266,-0.99491714,0.16366988,5
1325,-0.51653555,-0.1936206,-0.30728636,-0.11581737,0.88677946,-0.16444408,0.980724,-0.092759291,-0.98154106,-0.42130154,-0.36758907,0.29104554,0.2856509,-0.86175402,0.81404771,-0.1803195,-0.78698741,-0.98993475,0.15170268,-0.99525928,-0.9856391,-0.98715325,-0.9999197,-0.8,-0.3412116,-0.98322088,-0.99969602,-0.98163561,0.16263175,5
1326,-0.51952478,0.016022934,0.015617525,-0.10699837,0.88677946,-0.16444408,0.98082676,-0.087763465,-0.98467664,-0.61593796,-0.57270634,0.41505388,0.43312252,-0.86175402,0.81404771,-0.12808535,-0.7558926,-0.9744814,0.087338785,-0.99119707,-0.95489908,-0.98677584,-0.99989287,-1.0,-0.43960684,-0.98054431,-0.99965551,-0.98550962,0.156665,5
1327,-0.60989129,0.11895968,0.43986453,-0.10234277,0.88630801,-0.16989463,0.97742941,-0.080855108,-0.98628152,-0.63456708,-0.58780517,0.44264494,0.45962563,-0.86246547,0.83202889,-0.12000188,-0.7399803,-0.98674508,0.082357445,-0.99240667,-0.94681615,-0.98852846,-0.99992476,-0.93333333,-0.28741207,-0.97781551,-0.99966538,-0.98645357,0.15352445,5
1328,-0.65254781,0.40763,0.60158427,-0.10687135,0.88566973,-0.17302297,0.9766929,-0.083081139,-0.98475143,-0.37888326,-0.29573671,0.5112613,0.50448521,-0.86246547,0.83202889,-0.00088766265,-0.4162868,-0.99389575,-0.082436723,-0.99721571,-0.95546787,-0.98955605,-0.99996734,-0.93333333,-0.41687141,-0.9826091,-0.99969914,-0.9937205,0.15661087,5
1330,0.69929545,0.85429283,0.83049389,-0.084492685,0.88303715,-0.20540815,0.87758408,-0.11518306,-0.98918382,-0.92129383,-0.91301537,0.98031216,0.97903455,-0.83567744,0.81207207,-0.27212347,0.13194279,-0.9749218,-0.31836161,-0.90626659,-0.6450813,-0.97281291,-0.99941377,-0.86666667,-0.29224442,-0.76593517,-0.949517,-0.9708674,0.14191073,5
1331,-0.14562166,-0.21827469,0.013518718,-0.069438268,0.88310791,-0.2053462,0.92709702,-0.063661603,-0.99446346,-0.94742043,-0.95147579,0.94878621,0.94230118,-0.8540336,0.82512802,-0.39118544,-0.24325443,-0.98847661,-0.2173762,-0.96725161,-0.90172081,-0.98017655,-0.99976883,-0.86666667,-0.32611182,-0.92487937,-0.99535347,-0.99132473,0.13120302,5
1332,-0.3618207,0.42257827,0.89875042,-0.085379562,0.88310791,-0.20456599,0.96884477,-0.063687416,-0.99118941,-0.58388039,-0.52430704,0.75799414,0.75196169,-0.86022243,0.83306653,-0.10177176,-0.74572881,-0.99381294,-0.29404088,-0.98553332,-0.93727845,-0.99089807,-0.99983587,-0.86666667,-0.28020051,-0.95252409,-0.99860484,-0.99431444,0.14195696,5
1333,-0.38036828,0.37239716,0.75140603,-0.08379595,0.87934682,-0.20150667,0.96884477,-0.063687416,-0.99163123,-0.44838684,-0.37481688,0.56059563,0.55044265,-0.8698648,0.8374395,-0.083166084,-0.2187346,-0.99420785,-0.25743232,-0.98965732,-0.95208177,-0.9903893,-0.99983616,-1.0,-0.22660079,-0.97294929,-0.99917366,-0.99666571,0.14093233,5
1334,-0.53514649,-0.083266041,0.16705432,-0.081271416,0.87934682,-0.20150667,0.96974873,-0.054699538,-0.99229413,-0.66565945,-0.64157315,0.33355837,0.32270837,-0.87873828,0.8374395,-0.33137748,-0.059007391,-0.99319997,0.22392706,-0.98978326,-0.98041482,-0.98983723,-0.99980876,-1.0,-0.119568,-0.98586292,-0.99965162,-0.99501959,0.13921233,5
1335,-0.33148626,-0.35689059,-0.12709664,-0.083150799,0.87769926,-0.20790538,0.96923779,-0.060403607,-0.99182676,-0.55516068,-0.50920273,0.30864391,0.30251288,-0.87653107,0.83028117,-0.18056688,-0.17197751,-0.98768232,0.23642498,-0.98857106,-0.96399042,-0.98145892,-0.99975855,-0.93333333,-0.33636421,-0.9840384,-0.99954925,-0.9931391,0.14049001,5
1336,-0.32821625,-0.34356697,-0.30028759,-0.086742173,0.87814411,-0.20365363,0.96923779,-0.062360362,-0.99088462,-0.40510324,-0.33062377,0.42137285,0.41527156,-0.87653107,0.83028117,-0.066015415,-0.25567357,-0.98575434,-0.13732469,-0.98905167,-0.95392716,-0.98389799,-0.9997259,-0.93333333,-0.17397181,-0.96862486,-0.99938611,-0.98792251,0.14294076,5
1337,-0.35569137,0.044397851,0.1315598,-0.088452467,0.87814411,-0.20365363,0.97024031,-0.062360362,-0.99044379,-0.52177311,-0.47942898,0.17528481,0.16314154,-0.84843074,0.79624372,-0.235696,-0.75713869,-0.98293365,0.20055877,-0.98689839,-0.97968168,-0.98537359,-0.99968346,-0.93333333,-0.59164277,-0.96930387,-0.99911923,-0.97369156,0.14408915,5
1338,-0.32401786,-0.12907464,0.41213438,-0.088906505,0.87742012,-0.20607089,0.97024031,-0.066398519,-0.99031481,-0.54449368,-0.53512387,0.40792475,0.40253705,-0.84319568,0.79624372,-0.33566404,-0.84425299,-0.97113591,0.20791394,-0.98831309,-0.97373162,-0.97979559,-0.99974676,-0.93333333,-0.54803483,-0.96966426,-0.99919477,-0.97014709,0.14438285,5
1339,-0.26725193,-0.29456859,0.24771762,-0.094480888,0.87663309,-0.21149194,0.96843534,-0.073020713,-0.98870345,-0.49297363,-0.49331154,0.24669417,0.25382394,-0.84319568,0.83392181,-0.3485714,-0.89294985,-0.97425182,-0.069874672,-0.98255874,-0.97970236,-0.97610076,-0.99932583,-0.66666667,-0.1124555,-0.96175744,-0.99910176,-0.97464697,0.14816732,5
1341,-0.36357395,0.21344964,0.55024084,-0.098070777,0.87788169,-0.20963918,0.96791692,-0.074218238,-0.98763376,-0.49126315,-0.45238527,0.30571778,0.29712934,-0.79029032,0.82902682,-0.0055603499,-0.70260557,-0.97305829,-0.060055752,-0.98868645,-0.95046865,-0.97089381,-0.99985964,-0.93333333,-0.28239501,-0.95982293,-0.99904352,-0.97761742,0.15058887,5
1342,-0.61383361,0.13506934,0.21399461,-0.096111477,0.87788169,-0.20963918,0.96788404,-0.071109628,-0.988249,-0.6224285,-0.62860196,0.64711194,0.64420739,-0.79029032,0.78013509,0.16033005,-0.36433841,-0.98353021,-0.16108999,-0.99263998,-0.96541369,-0.97617098,-0.99987208,-0.86666667,-0.47737892,-0.95612169,-0.99891009,-0.97709955,0.14924559,5
1344,-0.68737078,0.63259863,0.71713864,0.010202902,0.91163424,0.039299459,0.99390123,0.020746203,-0.99801811,-0.91847412,-0.93477369,0.95667918,0.97185079,-0.83009449,0.81995664,-0.2352431,-0.6571255,-0.99138641,-0.18423239,-0.98697999,-0.90676018,-0.98379197,-0.99997836,-0.66666667,0.42599046,-0.94212795,-0.99679605,-0.98126868,0.077039561,4
1345,-0.53009695,-0.20593373,0.45892703,-0.0015072438,0.9033857,0.02284474,0.99390123,0.020746203,-0.9994454,-0.88079759,-0.87882279,0.94435347,0.97084036,-0.85795546,0.79148776,-0.41426758,-0.38140403,-0.98682252,-0.31753536,-0.99576126,-0.98331842,-0.98796152,-0.99988673,-1.0,-0.65291292,-0.93736312,-0.99660586,-0.9731255,0.084971457,4
1346,-0.38214677,-0.27520728,0.78501112,0.0032669169,0.90056981,0.030998105,0.99381152,0.022199798,-0.99909378,-0.60645599,-0.5818482,0.64677351,0.64663786,-0.81728454,0.79148776,-0.15283141,-0.45680823,-0.97563385,-0.250972,-0.99334598,-0.91572538,-0.97394034,-0.99981743,-1.0,-0.37686911,-0.91858345,-0.99573227,-0.97207779,0.081710053,4
1347,-0.36717172,-0.52353508,0.92772012,-0.00098126885,0.90241903,0.030998105,0.99381152,0.014810476,-0.9993203,-0.70157831,-0.67445796,0.77238328,0.77219899,-0.81728454,0.82086588,-0.20119025,-0.82383262,-0.98082474,-0.20491785,-0.98833446,-0.87862519,-0.97845313,-0.99984956,-1.0,-0.42132014,-0.85100356,-0.98812425,-0.97072303,0.084615839,4
1348,-0.36430423,-0.62492079,0.91162425,-0.0013253085,0.90241903,0.054735957,0.98908524,0.014810476,-0.9992514,-0.6268862,-0.58259868,0.67068311,0.66837682,-0.85224036,0.82533382,-0.4649303,-0.8540844,-0.9692445,-0.69497792,-0.98397089,-0.8387956,-0.96880099,-0.99970388,-0.86666667,-0.26985915,-0.799205,-0.97937072,-0.95789462,0.084844148,4
1349,-0.29546946,-0.6037314,0.90977334,0.0088413743,0.90198235,0.055051345,0.98908043,0.016300169,-0.99843432,-0.62499451,-0.5807106,0.65401401,0.65118526,-0.85224036,0.82960647,-0.4212088,-0.73224919,-0.96662011,-0.79403152,-0.98992764,-0.8537799,-0.96756307,-0.99976239,-0.86666667,-0.22441663,-0.82887012,-0.98631379,-0.95972393,0.07787821,4
1350,-0.40764023,-0.40542173,0.82064463,0.0029006625,0.9010815,0.055051345,0.98908043,0.018548471,-0.99893732,-0.69873476,-0.6580101,0.77512011,0.77335343,-0.8628341,0.82960647,-0.23330697,-0.13186295,-0.98578709,-0.47683623,-0.99697389,-0.92339558,-0.98703916,-0.99995104,-1.0,-0.24922463,-0.90433967,-0.99378164,-0.97966489,0.081949694,4
1351,-0.7177413,0.0089367626,0.05527149,-0.0044561944,0.9010815,0.0070855831,0.99436008,0.018548471,-0.99962529,-0.80798335,-0.78818679,0.85614299,0.8676728,-0.8628341,0.84455883,0.021259217,0.33660856,-0.99299151,-0.062048138,-0.99869917,-0.98048013,-0.99370184,-0.9999829,-1.0,-0.42624821,-0.97620677,-0.99960666,-0.99309964,0.086989329,4
1352,-0.6888614,-0.21540753,-0.24071062,-0.00016768695,0.90101391,-0.013661451,0.99503077,0.020071981,-0.99936587,-0.27098705,-0.19328676,0.19627997,0.22499239,-0.8881648,0.84473096,0.15295698,-0.31287278,-0.99588135,0.31338341,-0.9982878,-0.99099702,-0.99352731,-0.99999096,-0.46666667,0.38136978,-0.9935835,-0.99992412,-0.99598933,0.084061777,4
1353,-0.71489166,0.10726163,0.14427334,0.0020978192,0.90115366,-0.018475602,0.99503077,0.027962089,-0.99921555,-0.25359136,-0.19538529,0.20442683,0.21264806,-0.88635141,0.84483344,0.017369702,-0.30403882,-0.99648145,0.2577928,-0.9986449,-0.99607634,-0.98986164,-0.99999214,-0.93333333,0.11227639,-0.99250646,-0.99993019,-0.99751215,0.082517328,4
1354,-0.66379017,0.14007532,0.099300589,0.0017338007,0.90115366,-0.018475602,0.99512752,0.027827295,-0.99924347,0.18239273,0.30353709,0.33824151,0.34551315,-0.88607493,0.84483344,0.11422529,-0.15697611,-0.99560679,0.23671725,-0.99750171,-0.99373532,-0.98845943,-0.99999168,-1.0,0.20323205,-0.99205203,-0.99992696,-0.99720844,0.082767425,4
